x,y,z
0.122244,0.875752,0.000739
0.861723,0.206413,0.000478
0.935872,0.090180,-0.000105
0.887776,0.563126,-0.000621
0.569138,0.775551,0.000225
0.026052,0.543086,-0.000055
0.250501,0.060120,-0.000084
0.955912,0.276553,0.001883
0.354709,0.358717,-0.000997
0.579158,0.420842,0.000662
0.262525,0.472946,-0.000675
0.873747,0.474950,0.000800
0.781563,0.625251,-0.000528
0.488978,0.979960,0.001809
0.400802,0.681363,-0.000363
0.184369,0.507014,0.001282
0.444890,0.440882,-0.001175
0.949900,0.098196,0.000027
0.511022,0.240481,-0.001082
0.236473,0.048096,-0.000229
0.593186,0.336673,-0.001197
0.977956,0.260521,0.001720
0.278557,0.000000,-0.001135
0.639279,0.090180,-0.000662
0.450902,0.529058,-0.000463
0.058116,0.639279,-0.000619
0.877756,0.947896,-0.001718
0.322645,0.142285,0.000608
0.539078,0.280561,-0.000468
0.733467,0.010020,0.000797
0.022044,0.609218,-0.000773
0.619238,0.951904,-0.001142
0.549098,0.561122,-0.000290
0.316633,0.845691,-0.000923
0.669339,0.150301,0.000763
0.737475,0.555110,-0.000280
0.374749,0.376754,-0.000642
0.865731,0.464930,0.001816
0.098196,0.162325,0.001524
0.789579,0.224449,0.002118
0.817635,0.150301,0.001405
0.288577,0.861723,-0.000882
0.262525,0.422846,-0.001161
0.018036,0.689379,0.001406
0.975952,0.240481,0.002895
0.384770,0.470942,-0.001089
0.583166,0.653307,-0.001882
0.575150,1.000000,0.000864
0.030060,0.310621,-0.000414
0.282565,0.420842,-0.000104
0.785571,0.258517,0.000587
0.474950,0.094188,-0.000504
0.120240,0.819639,-0.000397
0.851703,0.436874,0.001333
0.342685,0.735471,0.000312
0.140281,0.737475,-0.000751
0.905812,0.246493,0.000388
0.330661,0.983968,-0.000708
0.501002,0.306613,-0.000370
0.583166,0.897796,-0.000052
0.533066,0.643287,-0.001702
0.238477,0.685371,-0.001015
0.609218,0.867735,-0.000279
0.348697,0.160321,-0.000748
0.142285,0.859719,0.000806
0.270541,0.276553,0.000289
0.428858,0.899800,0.000021
0.220441,0.484970,0.000575
0.991984,0.807615,0.000713
0.801603,0.961924,-0.000822
0.018036,0.322645,0.000144
0.120240,0.098196,-0.000857
0.529058,0.617234,-0.000346
0.346693,0.517034,-0.001842
0.126253,0.394790,0.000851
0.867735,0.541082,0.001175
0.869739,0.186373,0.000052
0.384770,0.376754,-0.001060
0.252505,0.763527,-0.001332
0.777555,0.234469,0.000894
0.484970,0.082164,0.000231
0.208417,0.613226,0.000632
0.789579,0.949900,-0.001500
0.869739,0.603206,-0.000889
0.761523,0.204409,-0.000128
0.593186,0.206413,-0.000825
0.931864,0.378758,0.000268
0.889780,0.967936,-0.000699
0.428858,0.997996,0.001124
0.174349,0.122244,0.001570
0.254509,0.513026,0.000662
0.897796,0.793587,0.000574
0.549098,0.661323,-0.000296
0.681363,0.525050,0.000884
0.050100,0.607214,-0.000198
0.476954,0.865731,-0.001309
0.352705,0.963928,-0.000067
0.763527,0.330661,-0.000937
0.697395,0.597194,-0.001072
0.100200,0.186373,0.000812
0.170341,0.308617,-0.000213
0.378758,0.819639,0.001275
0.060120,0.478958,0.000678
0.831663,0.446894,0.001675
0.314629,0.160321,0.001171
0.689379,0.382766,0.000927
0.957916,0.693387,0.000212
0.330661,0.905812,-0.000501
0.743487,0.050100,0.000882
0.561122,0.348697,0.000268
0.284569,0.152305,0.001729
0.068136,0.272545,0.001063
0.048096,0.406814,0.001180
0.148297,0.278557,0.000287
0.040080,0.106212,0.001335
0.122244,0.352705,0.000298
0.715431,0.014028,0.000548
0.987976,0.591182,-0.001345
0.054108,0.905812,-0.000114
0.679359,0.839679,-0.000135
0.709419,0.074148,0.000209
0.961924,0.879760,-0.001438
0.751503,0.490982,0.000060
0.102204,0.168337,0.001132
0.933868,0.436874,-0.000037
0.819639,0.032064,-0.000657
0.368737,0.521042,-0.000944
0.392786,0.971944,-0.000245
0.148297,0.012024,-0.000318
0.442886,0.587174,-0.000618
0.611222,0.651303,-0.001664
0.236473,0.246493,0.001325
0.494990,0.645291,-0.002451
0.492986,0.330661,-0.000463
0.909820,0.589178,-0.001232
0.470942,0.747495,0.000072
0.543086,0.252505,-0.000266
0.074148,0.266533,0.000296
0.885772,0.667335,-0.000255
0.829659,0.044088,-0.001704
0.937876,0.819639,-0.001146
0.665331,0.703407,-0.000926
0.733467,0.152305,-0.000235
0.867735,0.633267,-0.001271
0.268537,0.615230,-0.000418
0.098196,0.737475,0.000075
0.202405,0.979960,0.000030
0.238477,0.949900,0.000332
0.270541,0.771543,-0.000807
0.376754,0.771543,0.001063
0.805611,0.681363,0.000404
0.164329,0.458918,-0.001027
0.821643,0.959920,-0.002023
0.797595,0.629259,-0.000482
0.464930,0.535070,0.000008
0.458918,0.847695,-0.000535
0.188377,0.428858,0.000444
0.220441,0.763527,-0.001787
0.412826,0.326653,0.002107
0.981964,0.879760,0.000248
0.525050,0.885772,0.001477
0.380762,0.056112,0.000811
0.599198,0.633267,-0.001572
0.663327,0.521042,0.001132
0.613226,0.601202,-0.000540
0.070140,0.947896,0.001417
0.951904,0.172345,-0.000050
0.244489,0.120240,0.000415
0.114228,0.218437,0.001067
0.360721,0.436874,-0.000217
0.044088,0.238477,0.002781
0.368737,0.020040,0.000930
0.362725,0.248497,0.000174
0.228457,0.390782,-0.001982
0.176353,0.002004,0.001504
0.314629,0.028056,0.000535
0.294589,0.494990,0.000977
0.052104,0.368737,0.000031
0.122244,0.873747,0.000591
0.659319,0.314629,-0.001165
0.256513,0.446894,-0.001006
0.533066,0.378758,-0.000156
0.535070,0.925852,0.001235
0.581162,0.422846,0.000785
0.104208,0.006012,-0.000953
0.599198,0.146293,-0.000922
0.841683,0.468938,0.002682
0.416834,0.953908,-0.000344
0.328657,0.861723,0.000111
0.188377,0.064128,0.000027
0.328657,0.368737,0.000199
0.412826,0.935872,-0.000306
0.368737,0.679359,-0.000904
0.689379,0.811623,0.000012
0.368737,0.086172,0.001295
0.494990,0.753507,-0.000591
0.078156,0.745491,-0.000297
0.569138,0.128257,-0.000241
0.490982,0.222445,-0.001974
0.370741,0.060120,0.000532
0.386774,0.693387,-0.000669
0.216433,0.607214,0.001049
0.128257,0.486974,-0.000746
0.795591,0.845691,0.000779
0.591182,0.915832,-0.000515
0.857715,0.228457,0.001394
0.356713,0.404810,0.001038
0.611222,0.553106,-0.000531
0.420842,0.288577,-0.001409
0.729459,0.354709,0.000454
0.254509,0.364729,0.000190
0.058116,0.535070,-0.001756
0.066132,0.707415,0.000135
0.274549,0.060120,0.000128
0.092184,0.623246,0.000437
0.256513,0.278557,0.000389
0.659319,0.987976,0.000154
0.623246,0.080160,0.000868
0.751503,0.817635,0.000499
0.208417,0.705411,-0.000728
0.014028,0.613226,-0.000616
0.785571,0.118236,0.000293
0.024048,0.559118,-0.001425
0.236473,0.202405,0.000941
0.787575,0.647295,0.000178
0.837675,0.152305,0.000870
0.282565,0.024048,-0.001251
0.496994,0.394790,-0.000569
0.256513,0.452906,-0.000173
0.691383,0.681363,-0.000504
0.917836,0.891784,0.000698
0.306613,0.629259,-0.001092
0.090180,0.967936,0.001124
0.953908,0.360721,0.000460
0.112224,0.492986,-0.000552
0.220441,0.070140,-0.001714
0.903808,0.569138,-0.000456
0.022044,0.488978,-0.000030
0.869739,0.599198,-0.000529
0.597194,0.306613,0.000532
0.348697,0.661323,-0.001007
0.112224,0.623246,0.000103
0.222445,0.809619,0.000343
0.370741,0.414830,-0.000052
0.334669,0.625251,-0.000201
0.715431,0.635271,-0.000328
0.360721,0.476954,-0.000904
0.032064,0.717435,0.001342
0.729459,0.438878,0.001362
0.531062,0.368737,0.000435
0.723447,0.378758,0.001293
0.957916,0.182365,-0.000109
0.398798,0.713427,-0.001063
0.058116,0.252505,0.000273
0.819639,0.012024,-0.001294
0.991984,0.775551,0.000614
0.691383,0.420842,0.000415
0.056112,0.480962,0.000068
0.262525,0.428858,-0.001592
0.204409,0.847695,-0.001165
0.779559,0.843687,0.001293
0.849699,0.583166,-0.000813
0.591182,0.715431,-0.000783
0.527054,0.082164,-0.000311
0.529058,0.881764,0.000886
0.981964,0.515030,0.000189
0.072144,0.468938,0.000877
0.855711,0.717435,0.000037
0.909820,0.426854,0.001945
0.713427,0.635271,-0.000067
0.108216,0.907816,0.000476
0.705411,0.887776,-0.002049
0.178357,0.539078,0.001261
0.761523,0.923848,-0.000342
0.212425,0.222445,0.001368
0.881764,0.412826,0.000531
0.496994,0.971944,0.001145
0.653307,0.078156,-0.000591
0.486974,0.723447,0.000602
0.877756,0.995992,-0.001345
0.949900,0.777555,-0.000283
0.034068,0.953908,0.001441
0.989980,0.060120,0.000865
0.210421,0.006012,0.000277
0.214429,0.328657,-0.001765
0.150301,0.895792,0.000757
0.054108,0.749499,0.000579
0.883768,0.158317,-0.000765
0.300601,0.533066,-0.000592
0.565130,0.492986,-0.000002
0.394790,0.418838,-0.002757
0.527054,0.026052,-0.000378
0.024048,0.056112,0.002313
0.625251,0.563126,-0.000597
0.486974,0.262525,-0.002067
0.563126,0.428858,-0.001087
0.004008,0.430862,-0.000631
0.234469,0.947896,0.000240
0.278557,0.863727,-0.000744
0.480962,0.468938,0.000102
0.094188,0.717435,-0.000902
0.627255,0.809619,0.000842
0.272545,0.162325,0.001775
0.180361,0.947896,0.000399
0.446894,0.671343,0.000164
0.476954,0.605210,-0.000872
0.797595,0.114228,0.000720
0.703407,0.727455,-0.002048
0.094188,0.314629,-0.000571
0.551102,0.729459,-0.001157
0.691383,1.000000,0.000092
0.595190,0.631263,-0.002074
0.545090,0.843687,0.000566
0.368737,0.787575,0.001290
0.843687,0.959920,-0.001451
0.643287,0.008016,-0.000467
0.561122,0.559118,-0.000533
0.054108,0.617234,-0.000310
0.362725,0.925852,-0.000257
0.158317,0.633267,0.001320
0.805611,0.799599,0.000886
0.735471,0.867735,0.000126
0.192385,0.909820,-0.000020
0.507014,0.733467,-0.001457
0.885772,0.176353,-0.000881
0.158317,0.128257,0.001776
0.655311,0.797595,0.000738
0.743487,0.855711,0.001511
0.963928,0.551102,-0.000397
0.871743,0.036072,-0.000591
0.266533,0.334669,-0.000577
0.464930,0.939880,0.000746
0.763527,0.715431,-0.000081
0.046092,0.507014,0.000097
0.911824,0.184369,0.000016
0.645291,0.801603,0.001154
0.458918,0.468938,0.000194
0.080160,0.088176,0.000748
0.955912,0.292585,0.000825
0.128257,0.879760,0.001076
0.260521,0.535070,0.000845
0.254509,0.815631,-0.001813
0.873747,0.216433,-0.000823
0.074148,0.082164,0.000843
0.699399,0.627255,-0.000793
0.348697,0.771543,0.001013
0.859719,0.180361,0.000584
0.286573,0.991984,-0.001279
0.442886,0.813627,0.000235
0.959920,0.615230,0.000646
0.555110,0.617234,-0.000899
0.472946,0.981964,0.002131
0.150301,0.781563,0.001104
0.146293,0.230461,0.000302
0.086172,0.468938,0.000502
0.232465,0.280561,0.000460
0.308617,0.182365,0.001233
0.965932,0.625251,0.001360
0.843687,0.957916,-0.001262
0.158317,0.222445,-0.000397
0.352705,0.238477,-0.000197
0.078156,0.120240,0.000649
0.294589,0.190381,0.000357
0.619238,0.869739,0.000111
0.989980,0.919840,-0.000126
0.535070,0.124248,-0.000460
0.775551,0.428858,0.000365
0.573146,0.302605,-0.000832
0.472946,0.517034,0.000536
0.408818,0.601202,0.000575
0.571142,0.002004,0.000015
0.615230,0.138277,-0.001288
0.286573,0.418838,0.000126
0.000000,0.348697,0.000162
0.356713,0.206413,-0.000757
0.503006,0.026052,0.000062
0.378758,0.765531,0.000788
0.206413,0.384770,0.001069
0.352705,0.002004,-0.001446
0.825651,0.328657,-0.000141
0.961924,0.787575,-0.000373
0.677355,0.300601,-0.000439
0.911824,0.619238,-0.000649
0.809619,0.799599,0.000865
0.480962,0.723447,0.001000
0.172345,0.278557,0.001583
0.603206,0.378758,-0.001725
0.492986,0.713427,0.000456
0.266533,0.460922,-0.001324
0.847695,0.388778,0.000968
0.955912,0.811623,-0.002324
0.270541,0.086172,0.000444
0.559118,0.430862,-0.000422
0.238477,0.186373,0.001572
0.901804,0.863727,-0.000548
0.164329,0.160321,0.001883
0.148297,0.557114,0.002627
0.480962,0.679359,-0.000346
0.234469,0.721443,-0.000758
0.176353,0.136273,0.000804
0.316633,0.633267,0.000083
0.298597,0.266533,-0.001006
0.476954,0.797595,0.000420
0.322645,0.166333,0.000486
0.244489,0.697395,-0.001560
0.855711,0.184369,0.001367
0.825651,0.855711,-0.000678
0.102204,0.851703,0.001547
0.713427,0.887776,-0.001840
0.430862,0.801603,0.000890
0.458918,0.527054,0.000370
0.238477,0.743487,-0.002107
0.879760,0.116232,-0.001686
0.813627,0.655311,0.000101
0.641283,0.484970,0.001413
0.108216,0.066132,0.000740
0.058116,0.376754,0.000909
0.995992,0.589178,-0.001083
0.114228,0.032064,-0.000462
0.392786,0.494990,-0.000391
0.290581,0.316633,-0.001201
0.703407,0.869739,-0.001547
0.577154,0.216433,-0.000394
0.466934,0.931864,0.000329
0.342685,0.549098,-0.001285
0.372745,0.342685,-0.000903
0.791583,0.232465,0.001730
0.765531,0.482966,-0.000178
0.941884,0.458918,0.000469
0.460922,0.685371,0.000500
0.320641,0.480962,-0.000220
0.318637,0.649299,-0.000032
0.723447,0.100200,0.000494
0.821643,0.168337,0.002014
0.887776,0.513026,0.000300
0.777555,0.561122,-0.000276
0.020040,0.919840,0.000547
0.052104,0.032064,0.000750
0.963928,0.535070,0.001124
0.553106,0.180361,-0.002015
0.795591,0.158317,0.001065
0.234469,0.456914,0.000224
0.623246,0.865731,0.000098
0.210421,0.577154,0.000613
0.727455,0.577154,0.000068
0.120240,0.629259,-0.000034
0.897796,0.316633,-0.000201
0.799599,0.426854,0.001155
0.448898,0.066132,0.001395
0.002004,0.845691,0.000993
0.462926,0.348697,0.000229
0.863727,0.947896,-0.000721
0.064128,0.492986,-0.000672
0.955912,0.675351,0.000389
0.925852,0.236473,0.001691
0.216433,0.701403,-0.001214
0.911824,0.675351,0.000359
0.276553,0.360721,-0.000419
0.154309,0.404810,-0.000681
0.903808,0.697395,0.000009
0.907816,0.599198,-0.000900
0.521042,0.963928,0.001228
0.168337,0.240481,0.000612
0.925852,0.543086,0.000396
0.450902,0.020040,0.001057
0.867735,0.647295,-0.001366
0.571142,0.701403,-0.001767
0.048096,0.030060,0.000743
0.567134,0.040080,0.000155
0.132265,0.242485,0.001361
0.056112,0.118236,0.001765
0.779559,0.292585,-0.000706
0.827655,0.563126,-0.001262
0.066132,0.587174,0.001829
0.356713,0.839679,0.001340
0.981964,0.358717,0.001849
0.300601,0.076152,-0.000218
0.825651,0.933868,-0.000949
0.126253,0.430862,-0.000214
0.134269,0.268537,0.000736
0.142285,0.535070,0.000402
0.032064,0.589178,0.000833
0.825651,0.817635,0.000710
0.769539,0.156313,-0.000094
0.691383,0.995992,0.000386
0.697395,0.486974,0.000343
0.408818,0.250501,-0.000412
0.801603,0.290581,-0.000881
0.322645,0.635271,-0.000496
0.020040,0.414830,0.000572
0.911824,0.152305,-0.000798
0.951904,0.030060,0.000089
0.759519,0.645291,0.000044
0.773547,0.300601,-0.001611
0.605210,0.278557,0.000490
0.104208,0.563126,-0.000465
0.012024,0.925852,0.000231
0.444890,0.026052,0.000295
0.711423,0.675351,-0.000987
0.028056,0.801603,0.001238
0.360721,0.406814,0.001464
0.006012,0.793587,0.000153
0.264529,0.773547,-0.001324
0.006012,0.593186,-0.000598
0.655311,0.370741,0.000291
0.258517,0.865731,-0.000775
0.773547,0.194389,0.000995
0.020040,0.376754,0.000633
0.060120,0.937876,0.000506
0.034068,0.300601,-0.000767
0.891784,0.342685,0.001235
0.208417,0.973948,0.000249
0.739479,0.234469,-0.000847
0.543086,0.462926,-0.000552
0.733467,0.825651,0.000925
0.196393,0.817635,-0.000373
0.583166,0.102204,0.000086
0.681363,0.042084,-0.000114
0.577154,0.124248,-0.000654
0.054108,0.771543,0.000507
0.136273,0.633267,0.001115
0.873747,0.751503,-0.000437
0.591182,0.771543,-0.000436
0.673347,0.987976,-0.000007
0.456914,0.156313,-0.000791
0.250501,0.697395,-0.000900
0.284569,0.320641,-0.000860
0.633267,0.787575,-0.000436
0.917836,0.278557,0.002431
0.579158,0.222445,-0.000375
0.330661,0.525050,-0.001920
0.236473,0.547094,0.000728
0.701403,0.198397,-0.000092
0.675351,0.480962,-0.000120
0.879760,0.232465,-0.000029
0.539078,0.232465,0.000047
0.639279,0.040080,-0.000351
0.292585,0.262525,-0.000971
0.733467,0.683367,-0.001242
0.637275,0.150301,0.001027
0.683367,0.400802,0.000403
0.078156,0.416834,0.000965
0.883768,0.276553,0.000040
0.551102,0.579158,-0.000434
0.176353,0.268537,0.000211
0.020040,0.252505,0.001527
0.224449,0.440882,-0.001308
0.332665,0.330661,-0.001601
0.488978,0.022044,0.000039
0.955912,0.585170,-0.000570
0.494990,0.266533,-0.001760
0.601202,0.190381,-0.000523
0.975952,0.875752,-0.000554
0.785571,0.679359,0.001048
0.168337,0.831663,0.000475
0.270541,0.380762,0.001172
0.747495,0.288577,-0.001091
0.687375,0.543086,0.000964
0.190381,0.010020,0.001227
0.753507,0.458918,-0.000580
0.150301,0.583166,0.001432
0.296593,0.933868,-0.000863
0.689379,0.915832,-0.000535
0.468938,0.202405,-0.002202
0.484970,0.006012,0.000235
0.068136,0.657315,-0.000961
0.128257,0.705411,-0.000332
0.098196,0.470942,0.000006
0.400802,0.901804,-0.000453
0.905812,0.821643,-0.000704
0.066132,0.803607,0.000800
0.270541,0.390782,0.000705
0.142285,0.242485,0.000813
0.042084,0.450902,-0.001352
0.440882,0.819639,-0.000435
0.094188,0.737475,0.000330
0.547094,0.857715,0.000030
0.679359,0.346693,0.000684
0.230461,0.202405,0.002045
0.747495,0.092184,-0.000661
0.689379,0.583166,0.001169
0.835671,0.188377,0.001786
0.803607,0.410822,0.001027
0.719439,0.987976,0.000085
0.032064,0.569138,-0.000494
0.040080,0.693387,0.000588
0.701403,0.422846,-0.000006
0.841683,0.979960,-0.002697
0.220441,0.248497,0.001599
0.496994,0.360721,-0.000002
0.192385,0.404810,0.000581
0.170341,0.773547,0.000381
0.182365,0.625251,0.001118
0.116232,0.058116,0.001639
0.066132,0.402806,-0.000369
0.160321,0.987976,-0.000220
0.234469,0.855711,0.000218
0.090180,0.278557,0.000881
0.326653,0.795591,-0.001352
0.635271,0.040080,0.000207
0.030060,0.835671,0.001164
0.008016,0.823647,0.001696
0.360721,0.484970,-0.001074
0.230461,0.735471,-0.001718
0.104208,0.989980,-0.000772
0.342685,0.537074,-0.001740
0.533066,0.971944,0.000798
0.168337,0.549098,0.001768
0.346693,0.511022,-0.001819
0.120240,0.412826,0.000527
0.813627,0.547094,0.000555
0.022044,0.098196,0.000105
0.955912,0.362725,0.000282
0.641283,0.863727,0.000125
0.665331,0.482966,0.000440
0.509018,0.803607,-0.000920
0.224449,0.985972,-0.000994
0.703407,0.466934,0.000339
0.985972,1.000000,-0.000497
0.589178,0.490982,0.000162
0.605210,0.088176,-0.000103
0.168337,0.719439,-0.000496
0.304609,0.106212,-0.000091
0.136273,0.899800,0.001580
0.543086,0.274549,-0.000092
0.953908,0.228457,0.002045
0.202405,0.486974,-0.000750
0.951904,0.250501,0.002095
0.655311,0.294589,-0.001274
0.927856,0.290581,0.001642
0.268537,0.893788,-0.000009
0.098196,0.356713,0.001253
0.162325,0.801603,0.000804
0.360721,0.132265,-0.000676
0.721443,0.404810,0.000520
0.080160,0.010020,0.000205
0.082164,0.745491,-0.000286
0.376754,0.352705,-0.000487
0.414830,0.875752,0.000686
0.803607,0.018036,-0.001311
0.957916,0.060120,0.000555
0.933868,0.272545,0.001443
0.414830,0.088176,0.002032
0.288577,0.577154,0.000365
0.967936,0.661323,0.000244
0.783567,0.931864,-0.000866
0.116232,0.623246,-0.000049
0.983968,0.659319,0.000689
0.969940,0.767535,-0.000111
0.128257,0.362725,0.000701
0.136273,0.272545,0.000929
0.052104,0.801603,0.001359
0.326653,0.440882,0.000158
0.476954,0.779559,-0.000747
0.779559,0.032064,0.000442
0.288577,0.406814,-0.000116
0.450902,0.767535,-0.000456
0.168337,0.801603,0.001071
0.893788,0.336673,0.000287
0.396794,0.178357,-0.000673
0.687375,0.511022,0.001506
0.911824,0.362725,0.000691
0.657315,0.955912,-0.000379
0.923848,0.052104,0.000274
0.344689,0.116232,-0.000202
0.042084,0.647295,-0.000974
0.368737,0.068136,0.001114
0.326653,0.254509,-0.000483
0.042084,0.841683,0.001312
0.785571,0.815631,-0.000486
0.811623,0.953908,-0.001838
0.953908,0.771543,-0.000136
0.242485,0.723447,0.000059
0.515030,0.198397,-0.000798
0.468938,0.256513,-0.001735
0.334669,0.783567,-0.000341
0.835671,0.615230,-0.002015
0.509018,0.158317,-0.001180
0.565130,0.705411,-0.001727
0.711423,0.977956,0.002001
0.160321,0.148297,0.002004
0.819639,0.529058,-0.001153
0.106212,0.931864,-0.000015
0.430862,0.206413,-0.001148
0.022044,0.208417,0.001927
0.052104,0.332665,-0.000094
0.873747,0.364729,-0.000576
0.022044,0.412826,0.000690
0.108216,0.352705,0.000722
0.643287,0.981964,-0.000349
0.060120,0.901804,0.000155
0.935872,0.492986,0.000201
0.256513,0.595190,-0.000031
0.420842,0.232465,-0.001567
0.587174,0.523046,-0.000195
0.268537,0.971944,0.000231
0.973948,0.134269,0.000706
0.054108,0.354709,0.000458
0.306613,0.685371,-0.000693
0.913828,0.549098,0.000924
0.420842,0.787575,0.001036
0.320641,0.202405,0.001558
0.472946,0.911824,0.000383
0.064128,0.627255,-0.000387
0.072144,0.605210,0.000297
0.811623,0.472946,-0.000094
0.098196,0.567134,-0.000378
0.222445,0.288577,0.000067
0.583166,0.308617,-0.000065
0.472946,0.541082,-0.000594
0.715431,0.923848,0.000537
0.619238,0.975952,0.000070
0.238477,0.492986,-0.000127
0.018036,0.388778,0.001393
0.573146,0.837675,0.001284
0.707415,0.380762,0.001409
0.751503,0.669339,-0.000843
0.797595,0.879760,-0.000052
0.052104,0.074148,0.001705
0.641283,0.082164,-0.000741
0.438878,0.813627,-0.000022
0.260521,0.905812,0.000184
0.557114,0.843687,0.000370
0.272545,0.376754,0.001104
0.723447,0.252505,-0.000982
0.563126,0.693387,-0.001775
0.328657,0.096192,-0.000211
0.202405,0.340681,0.000010
0.947896,0.394790,0.000655
0.114228,0.847695,0.000954
0.176353,0.863727,-0.000117
0.745491,0.825651,0.000668
0.971944,0.140281,-0.000044
0.923848,0.220441,0.001813
0.569138,0.438878,-0.000381
0.833667,0.991984,-0.002575
0.492986,0.937876,0.001207
0.547094,0.314629,-0.000963
0.809619,0.719439,-0.000643
0.318637,0.038076,0.000255
0.144289,0.769539,0.000056
0.899800,0.084168,-0.001149
0.623246,0.326653,-0.000692
0.326653,0.038076,0.000287
0.785571,0.737475,-0.000012
0.236473,0.360721,-0.000954
0.002004,0.188377,0.002249
0.979960,0.476954,-0.000134
0.673347,0.376754,0.000609
0.703407,0.529058,0.000017
0.701403,0.511022,0.001446
0.611222,0.498998,0.000795
0.314629,0.402806,-0.001009
0.300601,0.428858,0.000743
0.769539,0.378758,-0.000952
0.665331,0.236473,0.000788
0.174349,0.951904,0.000540
0.366733,0.991984,-0.001140
0.350701,0.362725,-0.001428
0.368737,0.070140,0.001579
0.440882,0.456914,-0.000369
0.587174,0.937876,-0.000304
0.294589,0.044088,0.000012
0.995992,0.458918,-0.000503
0.114228,0.200401,0.001480
0.360721,0.877756,0.000083
0.494990,0.565130,0.000295
0.949900,0.827655,-0.001007
0.743487,0.941884,0.000813
0.202405,0.406814,-0.000170
0.645291,0.783567,-0.000087
0.931864,0.374749,0.000550
0.971944,0.501002,0.000537
0.192385,0.575150,0.001004
0.238477,0.092184,-0.001531
0.366733,0.092184,0.001505
0.204409,0.711423,-0.000657
0.813627,0.018036,-0.001589
0.699399,0.607214,-0.001482
0.725451,0.324649,0.000011
0.070140,0.350701,0.000923
0.072144,0.565130,-0.000216
0.943888,0.853707,-0.000559
0.164329,0.444890,-0.000933
0.973948,0.012024,-0.001571
0.088176,0.709419,-0.001022
0.112224,0.627255,-0.000373
0.402806,0.272545,-0.000782
0.725451,0.763527,0.000275
0.691383,0.212425,-0.000173
0.020040,0.124248,0.002560
0.641283,0.132265,-0.000810
0.388778,0.937876,-0.000706
0.977956,0.180361,0.001572
0.290581,0.146293,0.001647
0.829659,0.306613,-0.000255
0.490982,0.242485,-0.002598
0.965932,1.000000,-0.001154
0.184369,0.388778,0.001380
0.124248,0.699399,-0.000550
0.529058,0.657315,-0.001173
0.807615,0.525050,-0.001038
0.877756,0.058116,-0.000636
0.865731,0.154309,0.000791
0.340681,0.613226,-0.000637
0.857715,0.200401,0.001027
0.348697,0.839679,0.001029
0.579158,0.943888,0.000694
0.939880,0.657315,0.001119
0.158317,0.757515,-0.000222
0.799599,0.332665,-0.001619
0.320641,0.358717,0.000103
0.787575,0.010020,-0.001602
0.212425,0.679359,-0.000554
0.412826,0.384770,-0.001730
0.793587,0.146293,0.000570
0.629259,0.541082,-0.000090
0.222445,0.833667,-0.001321
0.897796,0.745491,0.001103
0.366733,0.032064,0.000441
0.923848,0.581162,-0.001454
0.290581,0.757515,-0.001037
0.845691,0.308617,0.000368
0.699399,0.529058,0.000295
0.835671,0.284569,0.000413
0.486974,0.130261,-0.000236
0.795591,0.533066,-0.001145
0.949900,0.274549,0.001734
0.476954,0.707415,0.001373
0.689379,0.891784,-0.001307
0.202405,0.284569,0.000837
0.949900,0.324649,0.001608
0.503006,0.779559,-0.000860
0.306613,0.074148,-0.000944
0.563126,0.386774,-0.000427
0.488978,0.446894,0.000066
0.498998,0.020040,0.000184
0.571142,0.895792,0.000046
0.174349,0.755511,-0.000818
0.715431,0.531062,-0.000183
0.002004,0.587174,-0.001019
0.991984,0.106212,0.001325
0.811623,0.587174,-0.000222
0.492986,0.172345,-0.002258
0.847695,0.408818,-0.001032
0.058116,0.709419,0.000118
0.941884,0.527054,0.000097
0.897796,0.422846,0.000913
0.531062,0.342685,0.000197
0.494990,0.100200,0.001105
0.697395,0.070140,-0.000382
0.581162,0.492986,0.000342
0.222445,0.092184,-0.001050
0.130261,0.062124,0.002506
0.320641,0.979960,-0.000883
0.012024,0.929860,0.000467
0.769539,0.747495,0.001281
0.829659,0.883768,-0.002564
0.515030,0.533066,-0.000990
0.681363,0.024048,-0.000464
0.707415,0.595190,-0.000391
0.801603,0.254509,0.001115
0.517034,0.553106,-0.000529
0.507014,0.116232,0.000078
0.847695,0.264529,0.000660
0.611222,0.771543,0.000296
0.046092,0.298597,-0.001854
0.833667,0.601202,-0.001372
0.384770,0.206413,0.000285
0.312625,0.338677,-0.000352
0.671343,0.376754,0.000826
0.613226,0.857715,-0.000056
0.545090,0.813627,0.000044
0.931864,0.206413,0.001250
0.286573,0.432866,0.000494
0.060120,0.737475,0.001034
0.789579,0.046092,0.000191
0.444890,0.881764,-0.001235
0.849699,0.366733,0.000052
0.404810,0.490982,-0.000620
0.132265,0.304609,0.000061
0.601202,0.390782,-0.000719
0.206413,0.478958,0.000188
0.781563,0.907816,-0.000517
0.733467,0.539078,0.000347
0.557114,0.753507,-0.001079
0.402806,0.174349,-0.000452
0.122244,0.040080,0.000280
0.543086,0.448898,0.000247
0.735471,0.330661,0.000517
0.476954,0.741483,0.001577
0.789579,0.695391,-0.000051
0.867735,0.559118,-0.000057
0.482966,0.971944,0.001605
0.593186,0.000000,0.000256
0.224449,0.511022,0.000589
0.685371,0.963928,-0.000169
0.949900,0.603206,0.000355
0.292585,0.931864,-0.000699
0.044088,0.655311,-0.000925
0.745491,0.661323,-0.000365
0.771543,0.198397,0.000837
0.869739,0.378758,0.000030
